Position,Company,Location
Fresh/Junior Automation Tester (QA/QC),Ekino Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Analytics Engineer,Xendit,"Hanoi, Hanoi, Vietnam"
Junior Financial Analyst,Tnhh Nature Origin,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Database Administrator,Alliex Vietnam JSC,"Hanoi, Hanoi, Vietnam"
Senior Database Administrator,Alliex Vietnam JSC,"Hanoi, Hanoi, Vietnam"
"Manager Data Governance, Consulting",PwC,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Senior Associate Valuation, Deals",PwC,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Data Analyst - Hà Nội,Ninja Van,"Hanoi, Hanoi, Vietnam"
"Executive, Market Intelligence",DKSH,"Ho Chi Minh City, Vietnam"
"FINANCIAL CONTROLLER - Dubai, UAE",Cobblestone Energy,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Pricing Analyst,Liberty Insurance Pte Ltd.,"Hanoi, Hanoi, Vietnam"
International Logistics Solution (Vietnam E-commerce),TikTok,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Financial Analyst | Valuation & Advisory Services,Colliers,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Dir-Revenue Management I,Sheraton Hotels & Resorts,"Ho Chi Minh City, Vietnam"
Inventory Accountant,"Emers Vietnam Co ., Ltd","Ho Chi Minh City, Vietnam"
Accounting Data Processing,Innovature BPO,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Risk consultant _ Financial Risk Management,EY,"Quân Phuong Ha Trai, Vietnam"
Senior Project Manager,"BAP IT Co., JSC",Da Nang Metropolitan Area
Trade Intelligence and Deployment Manager,GSK,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Analyst Team Lead,Tasco Jsc.,"Hanoi, Hanoi, Vietnam"
Intern/Junior Market Research Analyst (Remote Researcher Internship),Brainnest,"Hanoi, Hanoi, Vietnam"
Cloud Data Engineer,Synodus,"Hanoi, Hanoi, Vietnam"
2023 Vietnam Graduate Program_ Sales & Marketing,bp,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Data Architect,Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
Senior Data Scientist - Fraud/Risk,Trusting Social Career Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
HR Data Entry,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Database Administrator,OpenWay,"Quân Phuong Ha Trai, Vietnam"
Database Engineer (1000 - 1300 USD),Fetch Technology,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Pricing Analyst,Liberty Mutual Insurance,"Hanoi, Hanoi, Vietnam"
"Risk Analyst - Fintech, Digital Banking",Trusting Social,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Associate - Corporate Finance,PwC,"Hanoi, Hanoi, Vietnam"
"Data Analyst, Trilogy (Remote) - $100,000/year USD",Crossover for Work,"Hanoi, Hanoi, Vietnam"
Business Intelligent Executive,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Giám sát đối tác chiến lược tài chính thương mại | Commerce Finance Business Partner - Supervisor,Carlsberg Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Assistant Product Manager, Product-A&H Analytics",Liberty Mutual Insurance,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
General Accountant,Formos,"Ho Chi Minh City, Vietnam"
Country IT Manager,JAC Group,Vietnam
Phân tích Nghiệp vụ (Business Analyst),Công Ty Cổ Phần Giải Pháp Phần Mềm Tài Chính (FSS),"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Remote - Senior Data Engineer,ADI CONSULTING COMPANY LIMITED,"Hanoi, Hanoi, Vietnam"
Inventory Audit Supervisor,Emart (Thiso Retail),"Ho Chi Minh City, Vietnam"
Research Manager (Quantitative),Insights by Kantar,"Ho Chi Minh City, Vietnam"
Digital Transformation Manager (Commercial Portfolio),AB InBev Southeast Asia,"Ho Chi Minh City, Vietnam"
"Senior Executive, Reporting & System Service",DKSH,"Ho Chi Minh City, Vietnam"
E-commerce Product Operations,TikTok,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Risk Management Executive,BAEMIN Vietnam (Woowa Bros.),"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Data Engineer,Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
Data Protection Associate - Risk Management,EY,"Quân Phuong Ha Trai, Vietnam"
"Deals - Strategy, Intern",PwC,"Hanoi, Hanoi, Vietnam"
Funds Transfer Officer,Citi,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Associate - Finance,PwC,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
QA intern,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Oracle Database Engineer,Accenture,"Ho Chi Minh City, Vietnam"
Business Operations Intern (6 months),Funding Societies | Modalku Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Supply Chain Manager,The Estée Lauder Companies Inc.,Vietnam
Senior Financial Analyst - Abbott Pharmaceuticals,Abbott,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Financial Analyst (Fresher),Jabil,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Supervisor,Shinhan Vietnam Bank Ltd.,"Ho Chi Minh City, Vietnam"
Senior Data Scientist,Cốc Cốc,"Hanoi, Hanoi, Vietnam"
Senior Research Analyst | Research & Advisory Services,Colliers,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Accounting Specialist,Axon Active,"Ho Chi Minh City, Vietnam"
Accounting Intern (Remote Internship - Accountant),Brainnest,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Anti-Fraud Executive - Risk Management, Shopee Xpress",Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
(Remote)Game Analytics Director_New Blockchain Ecosystem,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Data Governance Leader - APAC,Cargill,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
SQL Developer (junior),"Gimasys Co., Ltd","Hanoi, Hanoi, Vietnam"
Quality Control Engineer,The Orange Group,"Ho Chi Minh City, Vietnam"
Sales IT Manager,Procter & Gamble,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Associate (Consulting),Robert Walters,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
IT & Business Processes Automation Manager (Remote),Bluebox,Vietnam
Management Information System Manager,Shinhan Finance,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Manager, Data Engineering",Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
Associate Corporate Tax,PwC,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
(Senior) Solution Architect,Techcombank (TCB),"Ho Chi Minh City, Vietnam"
[Danang] Business Analyst,DataHouse Asia,Da Nang Metropolitan Area
Director - Technology Strategy & Transformation - VN,Deloitte,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Application Analyst (Factory Process),Techtronic Industries Vietnam,"Binh Duong, Vietnam"
QC Engineer (All level),CMC Global Company Limited.,"Ho Chi Minh City, Vietnam"
Data Engineer,Ascendeum,Vietnam
Engineering Intern,Procter & Gamble,"Bính Dương, Vietnam"
Financial Controller - Asia Market,Liberty Mutual Insurance,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Project Management Lead,GSK,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Data Analyst (Based in HCMC),Amanotes,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Financial Assistant to CEO,True Platform,"Hanoi, Hanoi, Vietnam"
"MGR-AVP, Balance Sheet Risk Management",UOB,"Cam My, Dong Nai, Vietnam"
Accounting Manager (f/m/x),ecoligo,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
IT Business Analyst,Manulife,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Senior Data Processing Specialist, Reference Data",NielsenIQ,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Big Data Engineer - Canada product company,ADI CONSULTING COMPANY LIMITED,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Quality Control Engineer,Neolab Việt Nam,"Hòa Cường Bắc, Da Nang City, Vietnam"
Data Engineer - Top Fintech startup,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Regional Key Accounts - Strategy & Analytics (Vietnam),TikTok,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Big Data Engineer,Fetch Technology,Da Nang Metropolitan Area
Technical Team Lead,"Torus Engineering., JSC",Vietnam
Data Engineer,Softline International,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Regional Data Analytic Visualization Platform manager,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Regional Key Accounts - Strategy & Analytics (Vietnam),TikTok,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Assistant Product Manager, Product-A&H Analytics",Liberty Mutual Insurance,"Ho Chi Minh City, Vietnam"
Information Technology Specialist,none,"Ho Chi Minh City, Vietnam"
"GRADUATE SOFTWARE ENGINEER - Dubai, UAE",Cobblestone Energy,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Operations Manager-Regulatory and Financial Reporting,Confluence,"Ho Chi Minh City, Vietnam"
Odoo Developer,"SOTATEK., JSC",Hanoi Capital Region
"Business Analyst, Strategic Partnerships( Bangkok based)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Venture Dev Associate,The Parentinc,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Consultant - Artificial Intelligence & Data - VN,Deloitte,"Hanoi, Hanoi, Vietnam"
[HN] SQL Developer (Junior),"Gimasys Co., Ltd","Hanoi, Hanoi, Vietnam"
Controller,DHL Express Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Data Architect,Softline International,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
General IT Consulting & Implementation Team Leader,Hitachi Vantara,"Ho Chi Minh City, Vietnam"
Senior Associate - RISQ,PwC,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Associate in Business Transformation - Business Consulting - Hanoi Office,EY,"Quân Phuong Ha Trai, Vietnam"
Finance Specialist,Marriott,Ho Chi Minh City Metropolitan Area
[Hà Nội] Chuyên viên báo cáo và phân tích dữ liệu,Phong Vu Trading - Service Company,"Đống Đa, Hanoi, Vietnam"
Special Project Manager (Strategy),Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Operations Executive - Hanoi,Funding Societies | Modalku Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Planning and Analysis Specialist,Công Ty Con Cưng (concung.com),"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Data Engineer (VN),Sleek,"Hoàn Kiếm District, Hanoi, Vietnam"
Fraud Parameter Strategy Officer,Citi,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Database Administrator (SQL Server) (Bollore Group),Havas Group - Ekino Vietnam,"Phường 11, Ho Chi Minh City, Vietnam"
Strategy Executive,Pmax,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Product Development Executive,UOB,"My Tho, Vietnam"
Junior Oracle Developer,"Gimasys Co., Ltd","Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Project Management - Logistics, Operations",Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Cloud Data Engineer (GCP) - Up to $3200,HCLTech Vietnam,"Ho Chi Minh City, Vietnam"
SOFTWARE ENGINEER,JAC Group,Vietnam
Data Scientist (40000031),Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
SENIOR BUSINESS ANALYST,Grooo International JSC,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Data Analyst, Strategic Partnerships( Bangkok based)",Agoda,"Hanoi, Hanoi, Vietnam"
CHIEF TECHNOLOGY OFFICER (CTO),WEALLNET,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Remote BACKEND (PYTHON+SQL) Developer at Clue (getclue.com),Clue Insights,"Hanoi, Hanoi, Vietnam"
CHIEF TECHNOLOGY OFFICER (CTO),WEALLNET,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Remote BACKEND (PYTHON+SQL) Developer at Clue (getclue.com),Clue Insights,"Hanoi, Hanoi, Vietnam"
Cyber Security Intern (Remote Cybersecurity Internship),Brainnest,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Process Engineer,onsemi,"Biên Hòa, Dong Nai, Vietnam"
Data Engineer (40000064),Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
[Remote] CEO - Blockchain Super Platform,Michael Page,"An Giang, Vietnam"
Software Engineer - Search Language Processing,Lazada,"Ho Chi Minh City, Vietnam"
Logistics Operations Executive,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Data Analyst (Statistics/Python/BI) (Bangkok-based, relocation provided)",Agoda,"Hanoi, Hanoi, Vietnam"
Scrum Master - Remote,Inspectorio,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Engineer,freeC Asia,"Ho Chi Minh City, Vietnam"
Big Data Engineer,Fetch Technology,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Junior Product Marketing Analyst (Competitive Intelligence),Katalon,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Operations Manager (Banking/Finance field),Funding Societies | Modalku Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Quản lý Kế hoạch | Demand Planning Associate Manager,Carlsberg Group,Vietnam
"Business Analyst (Bangkok Based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Officer, Economics and Financial Markets Analysis (40000376)",Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
Data Scientist - FMCG Digital Hub,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Software Engineer (New Graduates, Last Year Students)",Got It AI,"Hanoi, Hanoi, Vietnam"
Senior Accountant (Supervisor level),Hitachi Vantara,"Ho Chi Minh City, Vietnam"
Market Intelligence Specialist,BAEMIN Vietnam (Woowa Bros.),"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Junior Automation Tester (QA/QC),Havas Group,"Ho Chi Minh City, Vietnam"
Web Developer,An Italy Company which manufacturing steel,"Ho Chi Minh City, Vietnam"
(Senior/Expert) Operational Risk Management,Techcombank (TCB),Hanoi Capital Region
"Reporting and System Enhancement Executive (For Accounting, Finance)",DKSH,"Ho Chi Minh City, Vietnam"
IT Intern,Procter & Gamble,"Bến Cát, Binh Duong, Vietnam"
"JUNIOR ANALYST - Dubai, UAE",Cobblestone Energy,"Can Tho, Can Tho, Vietnam"
Product Lead (Finance/ Banking/ Risk),MoMo (M_Service),"Ho Chi Minh City, Vietnam"
"Associate Product Manager/Business Analyst, Grove",Grove,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Product Analyst (Remote Possible),Glints,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Head of Research And Development (Battery Energy Storage System (Battery Energy Storage System),Stavian Chemical JSC,"Ho Chi Minh City, Vietnam"
Senior Manager - Data Management & Advanced Analytics - Consumer Business - Vietnam,Deloitte,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Engineer - Search Language Processing-GSS,Lazada,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Accountant,MPV,"Nghi Sơn, Thanh Hoa, Vietnam"
"Strategy Analyst (Bangkok Based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Senior Client Insights - SBS Experience, Operations",Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Science Curriculum Associate (Vietnam),Geniebook,"Ho Chi Minh City, Vietnam"
Senior Consultant - Operations Transformation - VN,Deloitte,"Hanoi, Hanoi, Vietnam"
"Senior Executive, IT Application Management",US Vietnam Talent International School,"Ho Chi Minh City, Vietnam"
(Senior) Product Manager l Remote,Inspectorio,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Head of Data Engineering and Delivery (40000057),Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
Innovation and Concepts Manager,Vingroup JSC,"Hanoi, Hanoi, Vietnam"
Data Architect,Rackspace Technology,Vietnam
Senior Manager - Technology Strategy & Transformation - VN,Deloitte,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
SEO Analyst,dentsu international,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Finance Controller,PERSOLKELLY Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
ERP Project Manager,LOTTE Data Communication Vietnam,"District 7, Ho Chi Minh City, Vietnam"
Experienced Associate in Business Transformation - Business Consulting - Hanoi Office,EY,"Quân Phuong Ha Trai, Vietnam"
Staff/Assistant - Technology Risk - Hanoi Office,EY,"Quân Phuong Ha Trai, Vietnam"
Senior Business Analyst,InnomizeTech,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Junior Cloud Admin,Accenture,"Ho Chi Minh City, Vietnam"
[Hanoi] 2 Fullstack Engineers - Investment team (Blockchain/Crypto/DeFi),Kyber Ventures,Hanoi Capital Region
Manual Tester,MealSuite,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
[Glints Recommended] Data Lead,Publicis Groupe Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Retail Audit Manager,Wabi Project,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Financial Specialist,MindX Technology School,"Hanoi, Hanoi, Vietnam"
Product Analyst - Digital Banking - Credit Cards,Trusting Social,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
[HN&HCM] Senior Business Analyst (Digital Marketing Technology),Techcombank (TCB),Hanoi Capital Region
Database Administrator (SQLServer),Ekino Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Consultant | Digital & Emerging Technologies | Hanoi Office,EY,"Quân Phuong Ha Trai, Vietnam"
Venture Lead Vietnam (Agricultural Business),Bayer,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Data Analyst(Bangkok Based, relocation provided)",Agoda,"Hanoi, Hanoi, Vietnam"
[HCM] Senior Data Scientist - Fraud/ Risk,Trusting Social,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
(Senior/Expert) Digital Risk Management,Techcombank (TCB),Hanoi Capital Region
Financial Controller - Asia Market,Liberty Insurance Pte Ltd.,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Managing Consultant, Advisors Client Services",Mastercard,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Analyst,Kyanon Digital,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Development Manager,Tech Data,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Operation Executive,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Big Data Engineer (Spark/ Hadoop/ Scala),Trusting Social,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
SOP Lead (Standard Operating Procedure),Dat Bike,"Tân Phú District, Ho Chi Minh City, Vietnam"
"Senior Data Engineer, KMS Solutions",KMS Solutions,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Revenue Manager - RMAS,Sheraton Hotels & Resorts,"Ho Chi Minh City, Vietnam"
"Retail Marketing Executive, MAC.BB",The Estée Lauder Companies Inc.,Vietnam
Science Curriculum Associate (Vietnam),Geniebook,"Ho Chi Minh City, Vietnam"
Senior Research Manager (Quantitative),Insights by Kantar,"Ho Chi Minh City, Vietnam"
Senior Research Executive (Quantitative),Insights by Kantar,"Ho Chi Minh City, Vietnam"
Analyst / Senior Analyst – Business Intelligence & Operations [Bangkok Based],Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Associate - Transaction Services (Deals),PwC,"Ho Chi Minh City, Vietnam"
"Analytics Specialist (Bangkok Based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Product Owner,Liberty Mutual Insurance,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Data Governance - Senior Associate,PwC,"Hanoi, Hanoi, Vietnam"
IT Helpdesk (High Salary),Jobsrefer,Vietnam
Data Engineer,Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
Investment Analyst Intern,Công Ty Cổ Phần Markus Việt Nam,"Hanoi, Hanoi, Vietnam"
"Assistant Product Manager, Product-A&H Analytics",Liberty Insurance Pte Ltd.,"Ho Chi Minh City, Vietnam"
QA Engineer (Manual),JAC Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
PRODUCT BUSINESS ANALYST,"Heramo Co., Ltd","Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Manufacturing Excellence Lead (Hanoi/ Ho Chi Minh),lululemon,"Hanoi, Hanoi, Vietnam"
[Hanoi] Data Engineer - Stock Exchange platform,Michael Page,"Hanoi, Hanoi, Vietnam"
Nhân Viên Nhập Liệu DATA,Công Ty Tnhh Đttm Dự Án Hoàng Gia,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Data Analyst,PLAYSTUDIOS VIETNAM,"Hanoi, Hanoi, Vietnam"
Market Specialist,TikTok,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Senior Manager, Actuarial Business Solutions",AIA Vietnam,"Ho Chi Minh City, Vietnam"
Fresher Business Analyst - Nhân Viên Phân Tích Nghiệp Vụ,"VOLTRANS LOGISTICS CO.,LTD","Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Senior Managing Consultant, Advisors Client Services",Mastercard,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
SQL Developer,Công Ty Cổ Phần Chứng Khoán Vndirect,"Hanoi, Hanoi, Vietnam"
Innovation & Insights Manager,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Engineer,Ninja Van,"Ho Chi Minh City, Vietnam"
Head of Finance System Management (Vietnam/ Banking /open expat),PERSOLKELLY Vietnam,"Hanoi, Hanoi, Vietnam"
Innovation & Insights Supervisor (Marketing),AB InBev Southeast Asia,"Ho Chi Minh City, Vietnam"
Finance Assistant (2Yrs Contract),Legrand Vietnam,"Ho Chi Minh City, Vietnam"
Regional Consumer Research Lead,Hayat,"Ho Chi Minh City, Vietnam"
Strategic Planning,Zoe Events,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Python Developer,"SOTATEK., JSC","Hanoi, Hanoi, Vietnam"
"Experienced Staff | Valuation, Modeling & Economics | HCMC Office",EY,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Assistant Manager Finance,PERSOLKELLY Vietnam,"Ho Chi Minh City, Vietnam"
Receivable Accountant,Toll Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Strategy Executive,Pmax,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Accountant Receivable Analyst,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Python Developer (Hybrid Working),freeC Asia,"Ho Chi Minh City, Vietnam"
Monitoring & Evaluation / Developmental Evaluation Officer,EDC (Education Development Center),"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Finance Specialist (AR),Chợ Tốt,"Ho Chi Minh City, Vietnam"
"Director, Consumer Insights",Worldpanel by Kantar,"Ho Chi Minh City, Vietnam"
Data Engineer,Fetch Technology,"Hanoi, Hanoi, Vietnam"
Lead Python Software Engineer,Y.digital,"Da Nang City, Vietnam"
"Analytical Roles- Analyst/ Senior Analyst/ Associate Manager (Bangkok Based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Associate Data Analyst- Customer Experience Group | Bangkok-based,Agoda,"Hanoi, Hanoi, Vietnam"
Business Operations Executive (Logistics),Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Operations Executive,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Inventory Analyst,Jabil,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Mindshare | Executive, Planning",Mindshare,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Mindshare | Executive, Planning",Mindshare,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
3PL Business Expert - Allocation,H&M,"Biên Hòa, Dong Nai, Vietnam"
Admin Intern |Valuation & Advisory Services,Colliers,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Revenue Management Manager,Kimberly-Clark,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Accounting Deputy Manager,Hitachi Vantara,"District 12, Ho Chi Minh City, Vietnam"
Senior Growth Manager,MoMo (M_Service),"Ho Chi Minh City, Vietnam"
Product Owner,Sendo.vn,"Ho Chi Minh City, Vietnam"
SEA - Expert Consultant - Customer Insights,Boston Consulting Group (BCG),"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Engineering Manager,Skedulo,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior SAP BW/BI,Central Retail in Vietnam,"Ho Chi Minh City, Vietnam"
"Life Insurance Product Delivery, Senior Lead",AIA Vietnam,"Ho Chi Minh City, Vietnam"
Finance Manager,Robert Walters,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Development Manager,JobHopin,Ho Chi Minh City Metropolitan Area
Business Operation Manager,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Compliance AML Risk Management Senior Analyst,Citi,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Information Technology Infrastructure Specialist,T&C Warehousing & Transportation JSC,"Tân Bình, Ho Chi Minh City, Vietnam"
"Team Lead, Data Engineering",Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
Digital Manager,dentsu international,"Ho Chi Minh City, Vietnam"
Strategy Manager,Pmax,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Associate - IT Risk Assurance,PwC Vietnam,"Ho Chi Minh City, Vietnam"
Senior Market Research and Business Intelligence Manager - Abbott Pharmaceuticals,Abbott,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Process Engineering Lead,Intel Corporation,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Senior Business Intelligence, Strategic Partnerships( Bangkok based)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Account Intern,PETER & VIET NAM COMPANY LIMITED,"Ho Chi Minh City, Vietnam"
Dir-Revenue Management I,Marriott,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Consultant / Senior Consultant - Intelligent Automation (RPA) - VN,Deloitte,"Hanoi, Hanoi, Vietnam"
Data Specialist,Công ty Cổ phần Công nghệ Bằng Hữu (AMIGO),"Hanoi, Hanoi, Vietnam"
Implementation Consultant,Confluence,"Ho Chi Minh City, Vietnam"
Mid/Senior Data Engineer,BAEMIN Vietnam (Woowa Bros.),"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
[HCM] Research Engineer (Computer Vision),Trusting Social,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Supply Chain Manager,Wahl Vietnam,"Cần Giuộc, Long An, Vietnam"
"Senior Data Analyst, Partner Development – (Statistics/ML/BI) (Bangkok-based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
[Internship] Accounting Intern,ACCA Careers,"Bình Tân, Quang Ngai, Vietnam"
IT Manager,JAC Group,Vietnam
Platform Specialist,AnyMind Group,Ho Chi Minh City Metropolitan Area
Data Engineer,EPAM Systems,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Finance associate,Missing Corner,"Hanoi, Hanoi, Vietnam"
(Senior) Solution Architect,Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
